Begin Time - hh:mm:ss.ms	Begin Time - ss.msec	End Time - hh:mm:ss.ms	End Time - ss.msec	Duration - hh:mm:ss.ms	Duration - ss.msec	R Reim	Tg1a Kapitel	Ms1 Seite	Lemma	M2c Flexion Beleg 2	S2 Stammbaum	Ms2 Zeile	Tg2b Halbvers	Standard W	M1a DDDTS Lemma	S1a Satz	Sprache	Übersetzung	Tg3a Capitulum	M2b Flexion Beleg 1	Ts1 Seite Ed.2	Ts1 Seite Ed.1	Tg Kommentar	Ts1 Seite Ed.3	R Kommentar	Tg1b Unterkapitel	S1b Hierarchie	Referenz	Tg3b Section	Ts2 Zeile Ed.1	Referenztext R	Manuskript W	Ts2 Zeile Ed.2	Ts2 Zeile Ed.3	Tg3c Canon	M1b DDDTS Beleg	M2a Flexion Lemma	Referenztext W	Manuskript R	Lemmanachweis	Tg2a Vers	Identifizierer	File Path
00:02:37.000	157.0	00:02:37.600	157.6	00:00:00.600	0.6		I		in					in	AP	CF_I_O 	goh	in, auf				3						::1250		18		in				APPR		in				::1250	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:37.600	157.6	00:02:39.000	159.0	00:00:01.400	1.4		I		ërda	sg_dat				ërdu	NA	CF_I_O 	goh	Erde		o_fem		3						::1260		18		herdhu				NA	o_fem	herdhu				::1260	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:39.400	159.4	00:02:40.000	160.0	00:00:00.600	0.6		I		zi					zi	AP	CF_I_O 	goh	zu				3						::1270		18		za				PTKZU		za				::1270	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:40.000	160.0	00:02:42.200	162.2	00:00:02.200	2.2		I		firlaʒan	sg_dat				firlāʒanne	VV	CF_I_O 	goh	freilassen, vergeben, verzeihen		red1		3						::1280		18		forlazanne				VVINFS	red1	forlazanne				::1280	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:42.200	162.2	00:02:43.600	163.6	00:00:01.400	1.4		I		sunta	pl_acc				suntiā	NA	CF_I_O 	goh	Sünde		jo_fem		3						::1290		18		suntea				NA	jo_fem	suntea				::1290	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:43.600	163.6	00:02:44.400	164.4	00:00:00.800	0.8		I		do					dō	ADV	CF_U_M	goh	da, dann				3						::1300		19		duo				ADV		duo				::1300	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:44.400	164.4	00:02:45.600	165.6	00:00:01.200	1.2		I		quëdan	ind_past_sg_3				quad	VV	CF_U_M	goh	sprechen		st5		3						::1310		19		quhat				VVFIN	st5	quhat				::1310	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:45.600	165.6	00:02:46.800	166.8	00:00:01.200	1.2		I		dër	masc_sg_dat				dëmu	DD	CF_U_M	goh	der, die, das				3						::1320		19		dhemo				DDA		dhemo				::1320	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:46.800	166.8	00:02:48.000	168.0	00:00:01.200	1.2		I		lam	pos_masc_sg_dat_wk				lammin	ADJ	CF_U_M	goh	gelähmt		n		3						::1330		19		lamin				ADJS	a,o	lamin				::1330	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:48.400	168.4	00:02:49.000	169.0	00:00:00.600	0.6		I		irstantan	imp_pres_sg_2				irstant	VV	CF_U_Imp	goh	aufstehen, sich erheben		st6		3						::1340		19		Ar stant				VVIMP	st6	Ar stant				::1340	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
